source_dataset,source_file,source_page,source_row_index,source_line_start,source_line_end,class_name,description_raw,raw_record_text
class,10p.txt,10,8,43,45,[연남장|커뮤니티허브] 차근 차근 몸을 깨우는 하타요가,"연남장 커뮤니티허브에서 진행되는 차근차근 몸을 깨우는 하타요가 클래스입니다. 호흡과 함께 몸을 천천히 풀어내며, 기본적인 움직임을 하나씩 익혀가는 시간입니다. 무리하게 따라가기보다 각자의 속도에 맞춰 안전하고 안정적으로 몸을 깨우는 데 집중합니다. 수업은 가벼운 스트레칭과 호흡으로 시작해 기초 아사나를 차근차근 이어가며 몸의 감각을 자연스럽게 깨워줍니다. 요가가 처음인 분도, 오랜만에 다시 시작하는 분도 부담 없이 참여할 수 있습니다. 👉 이런 분들께 추천합니다 • 요가가 처음인 분 • 몸을 부드럽게 풀고 싶은 분 • 기초부터 차근차근 시작하고 싶은 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 (*공용매트 제공으로 변경됨) / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[연남장|커뮤니티허브] 차근 차근 몸을 깨우는 하타요가	연남장 커뮤니티허브에서 진행되는 차근차근 몸을 깨우는 하타요가 클래스입니다. 호흡과 함께 몸을 천천히 풀어내며, 기본적인 움직임을 하나씩 익혀가는 시간입니다. 무리하게 따라가기보다 각자의 속도에 맞춰 안전하고 안정적으로 몸을 깨우는 데 집중합니다. 수업은 가벼운 스트레칭과 호흡으로 시작해 기초 아사나를 차근차근 이어가며 몸의 감각을 자연스럽게 깨워줍니다. 요가가 처음인 분도, 오랜만에 다시 시작하는 분도 부담 없이 참여할 수 있습니다. 👉 이런 분들께 추천합니다 • 요가가 처음인 분 • 몸을 부드럽게 풀고 싶은 분 • 기초부터 차근차근 시작하고 싶은 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 (*공용매트 제공으로 변경됨) / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,10p.txt,10,9,46,48,[연남장|커뮤니티허브] 하루를 내려놓는 요가와 바이올린,"요가와 바이올린으로, 하루를 부드럽게 마무리하는 시간 연남장 커뮤니티허브에서 진행되는 요가 & 바이올린 콘서트입니다. 가볍게 몸을 풀고 호흡을 정리한 뒤, 잔잔한 바이올린 선율에 몸과 마음을 맡깁니다. 하루의 긴장을 내려놓고, 조용하고 따뜻하게 마무리하는 시간을 경험합니다. - 하루의 피로를 부드럽게 풀고 싶은 분 - 음악과 함께 깊은 이완을 느끼고 싶은 분 - 조용한 저녁 시간을 보내고 싶은 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 (*공용매트 제공으로 변경됨) / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[연남장|커뮤니티허브] 하루를 내려놓는 요가와 바이올린	요가와 바이올린으로, 하루를 부드럽게 마무리하는 시간 연남장 커뮤니티허브에서 진행되는 요가 & 바이올린 콘서트입니다. 가볍게 몸을 풀고 호흡을 정리한 뒤, 잔잔한 바이올린 선율에 몸과 마음을 맡깁니다. 하루의 긴장을 내려놓고, 조용하고 따뜻하게 마무리하는 시간을 경험합니다. - 하루의 피로를 부드럽게 풀고 싶은 분 - 음악과 함께 깊은 이완을 느끼고 싶은 분 - 조용한 저녁 시간을 보내고 싶은 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 (*공용매트 제공으로 변경됨) / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,10p.txt,10,10,49,51,[연남장|커뮤니티허브] 헤드폰으로 몰입하는 사일런트 핸드팬 명상 with 칼레트,"헤드폰 속으로 깊이 잠기는, 완전히 몰입하는 사운드 명상 연남장 커뮤니티허브에서 진행되는 사일런트 핸드팬 명상 음악 콘서트입니다. 헤드폰을 통해 전달되는 섬세한 핸드팬 사운드에 온전히 집중하며, 외부 소음을 차단하고 깊은 몰입과 이완을 경험합니다. 조용하지만 더욱 선명하게, 나만의 감각에 머무는 특별한 시간입니다. - 깊은 몰입과 집중을 경험하고 싶은 분 - 소리와 함께하는 명상을 좋아하는 분 - 조용하게 나만의 시간을 보내고 싶은 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 (*공용매트 제공으로 변경됨) / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[연남장|커뮤니티허브] 헤드폰으로 몰입하는 사일런트 핸드팬 명상 with 칼레트	헤드폰 속으로 깊이 잠기는, 완전히 몰입하는 사운드 명상 연남장 커뮤니티허브에서 진행되는 사일런트 핸드팬 명상 음악 콘서트입니다. 헤드폰을 통해 전달되는 섬세한 핸드팬 사운드에 온전히 집중하며, 외부 소음을 차단하고 깊은 몰입과 이완을 경험합니다. 조용하지만 더욱 선명하게, 나만의 감각에 머무는 특별한 시간입니다. - 깊은 몰입과 집중을 경험하고 싶은 분 - 소리와 함께하는 명상을 좋아하는 분 - 조용하게 나만의 시간을 보내고 싶은 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 (*공용매트 제공으로 변경됨) / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,11p.txt,11,1,22,24,[연남장|커뮤니티허브] Being 감각을 깨우는 하타요가,"애쓰지 않아도 깊이 닿는, 지바나의 감각 하타요가 지바나와 함께하는 Being 하타요가 클래스입니다. 작은 움직임과 호흡 속에서 감각을 깨우고, 그 자리에 머물며 몸과 마음이 자연스럽게 풀리는 시간을 만듭니다. 노력보다 현재의 나를 느끼는 것에 집중하며, awareness를 깊이 확장합니다. - 무리 없이 깊이 있는 요가를 하고 싶은 분 - 감각과 호흡에 집중하고 싶은 분 - 조용히 나에게 머무르는 시간을 원하는 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 (*공용매트 제공으로 변경됨) / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[연남장|커뮤니티허브] Being 감각을 깨우는 하타요가	애쓰지 않아도 깊이 닿는, 지바나의 감각 하타요가 지바나와 함께하는 Being 하타요가 클래스입니다. 작은 움직임과 호흡 속에서 감각을 깨우고, 그 자리에 머물며 몸과 마음이 자연스럽게 풀리는 시간을 만듭니다. 노력보다 현재의 나를 느끼는 것에 집중하며, awareness를 깊이 확장합니다. - 무리 없이 깊이 있는 요가를 하고 싶은 분 - 감각과 호흡에 집중하고 싶은 분 - 조용히 나에게 머무르는 시간을 원하는 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 (*공용매트 제공으로 변경됨) / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,11p.txt,11,2,25,27,[연남장|커뮤니티허브]숨비소리 사운드 리추얼,"익숙하지 않은 소리 속에서, 깊이 잠기는 사운드 리추얼 연남장 커뮤니티허브에서 진행되는 숨비소리 사운드 리추얼입니다. 엠비언트 사운드와 가야금이 어우러져, 지금까지 경험하지 못한 새로운 소리를 만들어냅니다. 서정적인 가사와 함께 흐르는 음악 속에서, 몸과 감각을 내려놓고 자연스럽게 몰입하게 됩니다. 생각을 멈추고 소리에 머무르며, 깊은 이완과 감각의 확장을 경험합니다. - 색다른 사운드 경험을 해보고 싶은 분 - 음악을 통해 깊이 몰입하고 싶은 분 - 조용히 쉬며 감각을 열고 싶은 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 (*공용매트 제공으로 변경됨) / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[연남장|커뮤니티허브]숨비소리 사운드 리추얼	익숙하지 않은 소리 속에서, 깊이 잠기는 사운드 리추얼 연남장 커뮤니티허브에서 진행되는 숨비소리 사운드 리추얼입니다. 엠비언트 사운드와 가야금이 어우러져, 지금까지 경험하지 못한 새로운 소리를 만들어냅니다. 서정적인 가사와 함께 흐르는 음악 속에서, 몸과 감각을 내려놓고 자연스럽게 몰입하게 됩니다. 생각을 멈추고 소리에 머무르며, 깊은 이완과 감각의 확장을 경험합니다. - 색다른 사운드 경험을 해보고 싶은 분 - 음악을 통해 깊이 몰입하고 싶은 분 - 조용히 쉬며 감각을 열고 싶은 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 (*공용매트 제공으로 변경됨) / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,11p.txt,11,3,28,30,[연남장|커뮤니티허브]처음이라 좋은 아쉬탕가 with 베지어트,"아쉬탕가의 흐름을 가장 쉽게, 멋진 공간에서 제대로 시작하는 시간 연남장 커뮤니티허브의 감각적인 공간에서 진행되는 초급 아쉬탕가 클래스입니다. 호흡에 맞춰 정해진 순서를 천천히 따라가며, 기본 아사나와 흐름을 익힙니다. 어렵게 느껴질 수 있는 아쉬탕가를 부담 없이 경험할 수 있도록 단계적으로 안내합니다. - 아쉬탕가를 처음 시작해보고 싶은 분 - 기초를 안정적으로 배우고 싶은 분 - 멋진 공간에서 몰입감 있게 수련하고 싶은 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 (*공용매트 제공으로 변경됨) / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[연남장|커뮤니티허브]처음이라 좋은 아쉬탕가 with 베지어트	아쉬탕가의 흐름을 가장 쉽게, 멋진 공간에서 제대로 시작하는 시간 연남장 커뮤니티허브의 감각적인 공간에서 진행되는 초급 아쉬탕가 클래스입니다. 호흡에 맞춰 정해진 순서를 천천히 따라가며, 기본 아사나와 흐름을 익힙니다. 어렵게 느껴질 수 있는 아쉬탕가를 부담 없이 경험할 수 있도록 단계적으로 안내합니다. - 아쉬탕가를 처음 시작해보고 싶은 분 - 기초를 안정적으로 배우고 싶은 분 - 멋진 공간에서 몰입감 있게 수련하고 싶은 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 (*공용매트 제공으로 변경됨) / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,11p.txt,11,4,31,33,[연남장|커뮤니티허브]Being 감각을 깨우는 하타요가,"애쓰지 않아도, 깊이 닿는 감각의 요가 작은 움직임과 호흡을 통해 감각을 천천히 깨우는 하타요가입니다. 과한 노력보다 현재의 몸과 상태에 머무르며, 자연스럽게 긴장을 풀고 몸과 마음의 연결을 회복합니다. effort는 줄이고, awareness를 높이는 수련입니다. - 무리 없이 깊이 있는 요가를 하고 싶은 분 - 감각과 호흡에 집중하고 싶은 분 - 편안하게 나에게 머무르고 싶은 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 (*공용매트 제공으로 변경됨) / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[연남장|커뮤니티허브]Being 감각을 깨우는 하타요가	애쓰지 않아도, 깊이 닿는 감각의 요가 작은 움직임과 호흡을 통해 감각을 천천히 깨우는 하타요가입니다. 과한 노력보다 현재의 몸과 상태에 머무르며, 자연스럽게 긴장을 풀고 몸과 마음의 연결을 회복합니다. effort는 줄이고, awareness를 높이는 수련입니다. - 무리 없이 깊이 있는 요가를 하고 싶은 분 - 감각과 호흡에 집중하고 싶은 분 - 편안하게 나에게 머무르고 싶은 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 (*공용매트 제공으로 변경됨) / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,11p.txt,11,5,34,36,[연남장|커뮤니티허브]Forrestyoga의 움직임을 기반으로 내몸의 바른 사용법 찾아가기,"몸을 다시 배우고, 제대로 쓰는 법을 찾아가는 요가 연남장 커뮤니티허브에서 진행되는 포레스트요가 기반 클래스입니다. 강한 코어와 호흡을 중심으로, 몸의 정렬과 사용 방식을 다시 익혀갑니다. 무의식적으로 쓰던 습관을 알아차리고, 보다 안정적이고 효율적인 움직임으로 연결합니다. 각자의 범위 안에서 진행되며, 몸을 깊이 이해하는 경험을 만듭니다. - 잘못된 자세와 습관을 바꾸고 싶은 분 - 몸을 더 정확하게 쓰고 싶은 분 - 코어와 집중력을 함께 키우고 싶은 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 (*공용매트 제공으로 변경됨) / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[연남장|커뮤니티허브]Forrestyoga의 움직임을 기반으로 내몸의 바른 사용법 찾아가기	몸을 다시 배우고, 제대로 쓰는 법을 찾아가는 요가 연남장 커뮤니티허브에서 진행되는 포레스트요가 기반 클래스입니다. 강한 코어와 호흡을 중심으로, 몸의 정렬과 사용 방식을 다시 익혀갑니다. 무의식적으로 쓰던 습관을 알아차리고, 보다 안정적이고 효율적인 움직임으로 연결합니다. 각자의 범위 안에서 진행되며, 몸을 깊이 이해하는 경험을 만듭니다. - 잘못된 자세와 습관을 바꾸고 싶은 분 - 몸을 더 정확하게 쓰고 싶은 분 - 코어와 집중력을 함께 키우고 싶은 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 (*공용매트 제공으로 변경됨) / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,11p.txt,11,6,37,37,[연희정음] 단단하게 뿌리내리며 자유롭게 흐르는 빈야사,바닥과 안정감 있게 연결되는 동작으로 기반을 다집니다. 단단함에 힘입어 더 가벼워지고 부드러워지는 움직임을 경험합니다. 자세와 자세의 연결은 자유롭게 흐르기도 하면서 몸과 마음에 여유를 선물해주세요. 수업취소- 시작 시간 24시간 전까지 가능	,[연희정음] 단단하게 뿌리내리며 자유롭게 흐르는 빈야사	바닥과 안정감 있게 연결되는 동작으로 기반을 다집니다. 단단함에 힘입어 더 가벼워지고 부드러워지는 움직임을 경험합니다. 자세와 자세의 연결은 자유롭게 흐르기도 하면서 몸과 마음에 여유를 선물해주세요. 수업취소- 시작 시간 24시간 전까지 가능	
class,11p.txt,11,7,38,38,[연희정음] 독서와 요가,-	,[연희정음] 독서와 요가	-	
class,11p.txt,11,8,39,39,[연희정음] 연결하는 사운드 배스,-	,[연희정음] 연결하는 사운드 배스	-	
class,11p.txt,11,9,40,40,[연희정음] 예술 명상 콘서트,"피아노 기타 연주와 그림 감상을 하며, 마음에 스며드는 명상 콘서트	","[연희정음] 예술 명상 콘서트	피아노 기타 연주와 그림 감상을 하며, 마음에 스며드는 명상 콘서트	"
class,11p.txt,11,10,41,41,[연희정음] 요가,-	,[연희정음] 요가	-	
class,12p.txt,12,1,22,22,[연희정음] 파트너링 요가,-	,[연희정음] 파트너링 요가	-	
class,12p.txt,12,2,23,23,[연희정음] 핸드팬 사운드스케이프 '일렁',"핸드팬 사운드스케이프 ‘일렁’ 음으로 피어나는 풍경들, 마음의 잔상들, 여운들. 여러 소리도구들, 필드레코딩 된 자연의 소리, 핸드팬 하모닉스가 만드는 릴렉싱 사운드. 음악과 함께 자신만의 서사를 떠올리며, 차를 마시고 호흡을 고르고 온전한 나의 자리를 살피는 순간. 음악 감상, 명상, 휴식의 경계를 넘나들며 일상의 속도에서 벗어나 나의 리듬을 되찾고, 숨결을 트는 자리. - 고요하지만 풍요로운 감각으로 하루를 시작 or 마무리 하고픈 분 - 정체된 마음과 감정에 다시 흐름을 만들고 싶은 분 - 조화로운 소리파동을 통해 에너지의 균형을 회복하고픈 분 - 말보다는 음악을 통해 생각을 정리하고픈 분 - 핸드팬 소리를 좋아하는 분	","[연희정음] 핸드팬 사운드스케이프 '일렁'	핸드팬 사운드스케이프 ‘일렁’ 음으로 피어나는 풍경들, 마음의 잔상들, 여운들. 여러 소리도구들, 필드레코딩 된 자연의 소리, 핸드팬 하모닉스가 만드는 릴렉싱 사운드. 음악과 함께 자신만의 서사를 떠올리며, 차를 마시고 호흡을 고르고 온전한 나의 자리를 살피는 순간. 음악 감상, 명상, 휴식의 경계를 넘나들며 일상의 속도에서 벗어나 나의 리듬을 되찾고, 숨결을 트는 자리. - 고요하지만 풍요로운 감각으로 하루를 시작 or 마무리 하고픈 분 - 정체된 마음과 감정에 다시 흐름을 만들고 싶은 분 - 조화로운 소리파동을 통해 에너지의 균형을 회복하고픈 분 - 말보다는 음악을 통해 생각을 정리하고픈 분 - 핸드팬 소리를 좋아하는 분	"
class,12p.txt,12,3,24,26,[연희정음|랜드마크] 명상 흐름의 슬로우 빈야사,"연희정음 글래스파빌리온, 빛이 흐르는 공간에서 호흡과 움직임을 이어가는 명상 흐름의 슬로우 빈야사 클래스입니다. 이 수업은 호흡에 맞춰 천천히 이어지는 흐름 속에서 몸과 마음을 동시에 알아차리는 시간을 만듭니다. 올레벨로 진행되지만, 조금씩은 도전적인 움직임을 통해 중심을 옮기고, 균형을 찾아가며 내 몸의 감각을 섬세하게 느껴봅니다. 아사나를 빠르게 넘기기보다 호흡과 함께 머무르며 깊이 경험하는 것에 집중합니다. 흔들림 속에서도 중심을 찾고, 몸 전체를 협동하며 사용하는 움직임을 통해 자연스럽게 집중과 몰입이 깊어집니다. 👉 이런 분들께 추천합니다 • 빈야사를 경험해보고 싶은 초보자 • 호흡과 흐름에 집중하는 요가를 원하는 분 • 가볍지만 의미 있는 도전을 해보고 싶은 분 📍 장소 서울특별시 서대문구 연희동 189-2 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
개인매트 필수 / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[연희정음|랜드마크] 명상 흐름의 슬로우 빈야사	연희정음 글래스파빌리온, 빛이 흐르는 공간에서 호흡과 움직임을 이어가는 명상 흐름의 슬로우 빈야사 클래스입니다. 이 수업은 호흡에 맞춰 천천히 이어지는 흐름 속에서 몸과 마음을 동시에 알아차리는 시간을 만듭니다. 올레벨로 진행되지만, 조금씩은 도전적인 움직임을 통해 중심을 옮기고, 균형을 찾아가며 내 몸의 감각을 섬세하게 느껴봅니다. 아사나를 빠르게 넘기기보다 호흡과 함께 머무르며 깊이 경험하는 것에 집중합니다. 흔들림 속에서도 중심을 찾고, 몸 전체를 협동하며 사용하는 움직임을 통해 자연스럽게 집중과 몰입이 깊어집니다. 👉 이런 분들께 추천합니다 • 빈야사를 경험해보고 싶은 초보자 • 호흡과 흐름에 집중하는 요가를 원하는 분 • 가볍지만 의미 있는 도전을 해보고 싶은 분 📍 장소 서울특별시 서대문구 연희동 189-2 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
개인매트 필수 / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,12p.txt,12,4,27,29,[연희정음|랜드마크] 무릉 엠비언트 콘서트 - 무릉 숨비소리,"연희정음 글래스파빌리온에서 펼쳐지는 낮시간의 고요한 앰비언트 콘서트입니다. 유리로 둘러싸인 공간 안에서 자연의 빛과 공기를 느끼며, 제주에서 온 사운드 ‘숨비소리’와 함께 천천히 감각을 열어가는 시간을 가집니다. 이 프로그램은 무언가를 해야 하는 시간이 아니라, 그저 앉거나 누워 소리와 공간에 몸을 맡기는 경험입니다. 잔잔하게 흐르는 앰비언트 사운드와 숨결 같은 리듬 속에서 호흡은 자연스럽게 깊어지고, 몸과 마음은 서서히 이완됩니다. 👉 이런 분들께 추천합니다 • 바쁜 일상 속에서 잠시 멈추고 싶은 분 • 명상이나 사운드 경험이 처음인 분 • 특별한 공간에서 조용히 쉬고 싶은 분 📍 장소 서울특별시 서대문구 연희동 189-2 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
개인매트 필수 / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[연희정음|랜드마크] 무릉 엠비언트 콘서트 - 무릉 숨비소리	연희정음 글래스파빌리온에서 펼쳐지는 낮시간의 고요한 앰비언트 콘서트입니다. 유리로 둘러싸인 공간 안에서 자연의 빛과 공기를 느끼며, 제주에서 온 사운드 ‘숨비소리’와 함께 천천히 감각을 열어가는 시간을 가집니다. 이 프로그램은 무언가를 해야 하는 시간이 아니라, 그저 앉거나 누워 소리와 공간에 몸을 맡기는 경험입니다. 잔잔하게 흐르는 앰비언트 사운드와 숨결 같은 리듬 속에서 호흡은 자연스럽게 깊어지고, 몸과 마음은 서서히 이완됩니다. 👉 이런 분들께 추천합니다 • 바쁜 일상 속에서 잠시 멈추고 싶은 분 • 명상이나 사운드 경험이 처음인 분 • 특별한 공간에서 조용히 쉬고 싶은 분 📍 장소 서울특별시 서대문구 연희동 189-2 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
개인매트 필수 / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,12p.txt,12,5,30,32,[연희정음|랜드마크] 봄햇살 아래 나른한 힐링요가,"연희정음 글래스파빌리온, 봄햇살이 부드럽게 스며드는 공간에서 몸과 마음을 천천히 깨우는 힐링요가입니다. 겨우내 움츠러들었던 몸을 호흡과 함께 부드럽게 풀어내며, 지금의 상태를 있는 그대로 느끼고 받아들이는 시간을 가집니다. 무언가를 해내기보다 편안하게 머물고, 천천히 회복하는 데 집중합니다. 전신을 가볍게 풀어주는 저강도 하타요가로 진행되며, 유연성이나 경험과 관계없이 누구나 부담 없이 참여할 수 있습니다. 부드럽지만 깊이 있게 움직이며 몸과 마음의 균형을 다시 찾아가는 시간입니다. 👉 이런 분들께 추천합니다 • 몸과 마음이 지쳐 회복이 필요한 분 • 무리 없이 편안하게 움직이고 싶은 분 • 햇살이 드는 공간에서 나에게 집중하는 시간을 보내고 싶은 분 📍 장소 서울특별시 서대문구 연희동 189-2 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
개인매트 필수 / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[연희정음|랜드마크] 봄햇살 아래 나른한 힐링요가	연희정음 글래스파빌리온, 봄햇살이 부드럽게 스며드는 공간에서 몸과 마음을 천천히 깨우는 힐링요가입니다. 겨우내 움츠러들었던 몸을 호흡과 함께 부드럽게 풀어내며, 지금의 상태를 있는 그대로 느끼고 받아들이는 시간을 가집니다. 무언가를 해내기보다 편안하게 머물고, 천천히 회복하는 데 집중합니다. 전신을 가볍게 풀어주는 저강도 하타요가로 진행되며, 유연성이나 경험과 관계없이 누구나 부담 없이 참여할 수 있습니다. 부드럽지만 깊이 있게 움직이며 몸과 마음의 균형을 다시 찾아가는 시간입니다. 👉 이런 분들께 추천합니다 • 몸과 마음이 지쳐 회복이 필요한 분 • 무리 없이 편안하게 움직이고 싶은 분 • 햇살이 드는 공간에서 나에게 집중하는 시간을 보내고 싶은 분 📍 장소 서울특별시 서대문구 연희동 189-2 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
개인매트 필수 / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
